
風雲央衛頻道,#genre#
MOMO亲子台,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/7019541d5b59479c93578d71d19c241c/master.m3u8
国家地理HD,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/90275156b19a8996ff2c17eb8e063e80/master.m3u8
大爱一台,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/b1d083777315a42a870f26af440e6c32/master.m3u8
大爱二台,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/1661d78310277ef180a85f5c921ce9f2/master.m3u8
好消息一台,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/1d84e9715f05cb3ec3e201f3ca742f70/master.m3u8
好消息二台,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/acb8c750b7c7491939e181f4ca40c837/master.m3u8
生命电视台,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/2fa11240d55a65381c00177512106cf2/master.m3u8
采昌影剧台,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/72c343140d9a0ab5b0550feb9fdde788/master.m3u8
达文西频道,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/6f61e9e9f865978fa3662bef6f81f9be/master.m3u8
视纳华仁纪实,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/32264e205368af237201f8573bb8eff3/master.m3u8
amc电影台,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/83222c985af551d3f451de356d6c97da/master.m3u8
影迷数位电影台,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/a14cec6d4dc3783c2e2635a513bb40fb/master.m3u8
智林体育台,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/c1d4b7c333eb83f3e42d91109acfc574/master.m3u8
CLASSICA 古典乐,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/85909c62eb4240e68fe518bc58438e17/master.m3u8
Mezzo Live HD,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/d4232ea89637d264d44c51ea37de1fac/master.m3u8
日本 Japan_,#genre#
NHK-G综合,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/87dfda30e6e1b12d7e453ba6956971ca/master.m3u8
NHK-E教育,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/eaaa640ded1446dbe413507330cfb6c2/master.m3u8
Asahi朝日,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/20283cc7dfcea48905a140b8d117212b/master.m3u8
富士电视台FuJi,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/cfa14a5a0413a21128bd9f427a1d81a3/master.m3u8
TokyoMx,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/6c0bf18c8c68995e950c6147f5873716/master.m3u8
TBS,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/c370dca571a8e9eeb48104236808fe8d/master.m3u8
日本テレビNTV,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/e4a956481ca447ad8ceaf35bc78cd317/master.m3u8
TokyoTv,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/ced45332c0985d1018b50ca0a0e6851d/master.m3u8
ABCTV,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/ee95f1127bb981c8de8d6bacc5d17b74/master.m3u8
MBS,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/a86bc043b40aacc2c2d6436af2d3281d/master.m3u8
东京テレビ,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/7a4106df790ca417a05b7f2021395add/master.m3u8
テレ朝チャンネル１,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/6b46b5368d8e71433b9f97284418d027/master.m3u8
テレ朝チャンネル2,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/55b240a743098ff659aaaea484e15ab7/master.m3u8
フジテレビONE,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/cc7e1913d205a25a856cd189756c6dad/master.m3u8
フジテレビTWO,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/3828455958db10e1ff6a28bf858659ea/master.m3u8
フジテレビNEXT,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/1ce06c8350fe68abdd525b56cd4c3655/master.m3u8
JSPORTS1,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/b5fae0a7cfa3ca10e30d00d48f9527e9/master.m3u8
JSPORTS2,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/837f6b64b2434b55c65ac3b3ca31b175/master.m3u8
JSPORTS3,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/7990224232821f2ec68ef94f6d0671a4/master.m3u8
JSPORTS4,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/f0f10dba9ec2f1dfe349d0f73176a42b/master.m3u8
WOWOWCinema,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/4db2552d76f24ab114a7258bbbaae9f6/master.m3u8
WOWOWPrime,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/af86f9a982bba4380946c7c3d698a04e/master.m3u8
WOWOWLive,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/94ee1982d75439dbc5191a12302190fb/master.m3u8
读壳YTV,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/05c0b81b620255ff1300a0e5a0250296/master.m3u8
大阪TV,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/73320ab07bfcf490cb7c33ee9d8e922f/master.m3u8
关西电视台,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/cabd4a849dd1f2385fee7ad06439740b/master.m3u8
BS朝日,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/689d741660be9cb15f507107eed83349/master.m3u8
BSTBS,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/bfd050ea3f314d97921564ab9ae1e91a/master.m3u8
BS FuJi,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/a35db62c9672d90b8d1209daf14420fc/master.m3u8
BS东京,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/bda3c5a82147465168b48b7cd0ab0a9f/master.m3u8
BSEleven,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/66ca5eab18c4b4229caf3737ba631f0f/master.m3u8
BSJapanMovie,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/ab340405d924b25c532af044876e85b6/master.m3u8
BS钓りビジョン,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/1984cdd4cb37607ca3d85cfc5a8694e4/master.m3u8
BS12,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/186ccc8d7eb628a448a68d5d348fb54a/master.m3u8
Mondo TV,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/d851b112b2fd150078c3430c58a40427/master.m3u8
NHK BSプレミアム4K,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/b57212ea6e31c279d203e1b3556e47e8/master.m3u8
FIGHTING TV サムライ,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/d0c122bb53e516784dc1abdcb4e6df00/master.m3u8
时代剧専门チャンネル,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/6a7368c38ff2ea8a3c869218ef8f4598/master.m3u8
discovery,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/54818b05d116eadc7f67517a3a6e4b33/master.m3u8
National Geographic,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/e08dd4627a3cf468a30d8a357956d6f8/master.m3u8
TBS news,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/e46db4104b06a308f5c0dfa533244e2d/master.m3u8
ムービープラス Movie Plus,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/dc329994e5b464f2bbd89e0de0d17acd/master.m3u8
ファミリー剧场,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/dcc06ecac774ca7cd59150e2529021d5/master.m3u8
Animax,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/becc555bf1dcd0b2e3e67e5df239b5cc/master.m3u8
卫星剧场,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/063e56dfb118fdd7ad2f026368002715/master.m3u8
Disney junior,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/6b88c02e503b5025545c4b89b13d183d/master.m3u8
animal planet,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/90f43fd61a55f06c9b190b84a1e8c80a/master.m3u8
チャンネル银河,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/f2df95ca65556a04e98a85f9bb43559d/master.m3u8
日テレプラス Nittere,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/706e4c9fa83c2227d24b8861398f616f/master.m3u8
ゴルフネットHD,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/46fc2de37567ad1badd5a7109d16b9ce/master.m3u8
スター・チャンネル Star 1,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/5abd5e979a248aba06b8980f98fe7761/master.m3u8
グリーンチャンネル Green,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/7065ac956f4778829f0959cbbec373fe/master.m3u8
Space Shower TV,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/ec8fa4504c84dfdb1b36bf2de99f1ff9/master.m3u8
ATX,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/35e60d78c674c52c3c6d2258135855e3/master.m3u8
MusicJapan TV,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/e88d879ed575b935c1fd5ff0f749011f/master.m3u8
SuperDramaTV,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/a40b45f02dd306a9536727af7d277ef4/master.m3u8
MusicJapanTV,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/58aecbf97ca138ee95adfa80c761721e/master.m3u8
Green,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/d382816a3cbeed082c9e216e7392eed1/master.m3u8
NHKBSPremium,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/71f11b030f4c27194b8ddde0ca237ff8/master.m3u8
CartoonNetwork,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/04f7444ae2a04f9c492f5cfcfb885fdc/master.m3u8
MTV,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/b49882eae96bb41a7fa1feb6aa7acc18/master.m3u8
HomeDrama,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/5bab448d4fe8eff880dc6467be3d9356/master.m3u8
SKYA,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/ebe203fa96404012d7bf1da738d23b33/master.m3u8
歌谣大战,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/00f091b4a3c22deb051829c330c53404/master.m3u8
旅チャンネル,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/e329285ab2821aa4cdaee46f81431981/master.m3u8
韩国 Kor_,#genre#
KBS1,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/b7fd96becb7c0bc6ed4e04709deb355c/master.m3u8
KBS2,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/b512cdc12ef788576a02ce6131d0b89f/master.m3u8
MBC,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/e40558450360f747f2ce0d9f9c74bf24/master.m3u8
SBS,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/9ae608865860a452268b578c7c1e70d2/master.m3u8
JTBC,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/89b5b3a547cae50e47d263500691e8db/master.m3u8
MBN,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/d572511368f174c8b90d7bf32cff65c0/master.m3u8
YTN,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/1bc192a6576af23c779adcd869505eee/master.m3u8
Mnet,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/5ea8ac6d52684285a2476ecd97ed4466/master.m3u8
Inet,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/4dfdcc945ee2f545cd9b7727b56d0211/master.m3u8
FTV,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/1b517de98c4c11b641b98e271cbed5f0/master.m3u8
Channel A,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/8a59cd4ca676f52795a1c58ac280d810/master.m3u8
KBSN SPORTS,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/eb78c120a878a6fde848ce1e0979c6e7/master.m3u8
MBC SPORTS,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/5cb016341042c5d59bd8bb518f8e6e8b/master.m3u8
SBS SPORTS,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/e457250235347397ae1dba56b8acd633/master.m3u8
SbS Plus,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/35d41c778b8b042a806dea97d600757f/master.m3u8
SBSGolf,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/94fdfa526e9cc9c3dd7af38f5a94a468/master.m3u8
KBS Drama,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/aa9e32891eb3ed7e856363f018db576c/master.m3u8
KBSN Joy,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/c546641ac9c77907b2c9f256448f626e/master.m3u8
KBSN Kids,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/b27e1ec3b4da695f7b0695e1d00b555d/master.m3u8
MBC Drama,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/6b121146b2329e2aaad250061ea7f30e/master.m3u8
MBCevery1,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/b17830923f745c65f26586c84741d9d1/master.m3u8
OCN,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/2248df4eb3f2e96526cbf0d0381de7e0/master.m3u8
OCN movie,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/4e4db0ba609060113dea7be087997862/master.m3u8
SPOTV2,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/6dc85444fa886da9b3cd668175d608fd/master.m3u8
SPOTV,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/240b4c5897883ac03dc918b0e4d37583/master.m3u8
SPOTV Prime,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/2a8a835dddce567428bc2e07354a7f2c/master.m3u8
SPOTV Prime2,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/c51dcc20aa3f044a83e3011ae3ed859a/master.m3u8
TVN Show,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/041a53b9001023c6e4cab486b2f9486c/master.m3u8
TVN Sports,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/b740be7cd442e8190ae9ec3e50afd052/master.m3u8
Catch ON1,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/c118cca7742d7276692bad9ebbf11321/master.m3u8
Catch ON2,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/fbe3f081c9d4c90a00805a2bcb6df857/master.m3u8
PlayyMovie,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/a533738f53dd7c1aa70f263de2c52b1a/master.m3u8
Kstar,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/880c459b4a8e13d7c872934dca7e532c/master.m3u8
TVChosun,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/ebce75344d0f74475cda2b76c8c9ae49/master.m3u8
대교 어린이,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/91ca30d39c8c3f5edc9e42d2caaa946c/master.m3u8
Tooniverse,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/16e4df8f8ebf01a913a230dc99deaf2b/master.m3u8
SKYSports,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/b7e3dfdd72f6d0f4472e42d94a63487d/master.m3u8
美国 Usa_,#genre#
Usa MTV,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/6df4501eb67712692f38087f063609c8/master.m3u8
Usa NBC Golf,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/647e66aeb17c31d1adf61e39899c538a/master.m3u8
Usa TNT,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/5083e3cb0e0de8effad408c57870c7b7/master.m3u8
Usa Nat geo,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/69e112aada5bd7fe932fb29fb2df6bc6/master.m3u8
